ProtID	GeneXL	GeneXLok	HumanID	HumanName
A0A8J0UY57	golga7.S	golga7.S	51125	GOLGA7
A0A8J0UY70	rtn3.L	rtn3.L	10313	RTN3
A0A8J0UY75	atxn7.L	atxn7.L	6314	ATXN7
A0A8J0UYA2	tcof1.S	tcof1.S	6949	TCOF1
A0A8J0UYB5	ganab.L	ganab.L	23193	GANAB
A0A8J0UYC3	rbm15b.L	rbm15b.L	29890	RBM15B
A0A8J0UYD8	nqo1.L	nqo1.L	1728	NQO1
A0A8J0UYX4	arl6ip5.L	arl6ip5.L	10550	ARL6IP5
A0A8J0UZ10	incenp.L	incenp.L	3619	INCENP
A0A8J0UZ52	slc29a2.L	slc29a2.L	3177	SLC29A2
A0A8J0UZ54	commd9.L	commd9.L	29099	COMMD9
A0A8J0UZ70	smg7.L	smg7.L	9887	SMG7
A0A8J0UZ74	pacsin3.S	pacsin3.S	29763	PACSIN3
A0A8J0UZC2	kat6a.S	kat6a.S	7994	KAT6A
A0A8J0UZF2	vrk3.L	vrk3.L	51231	VRK3
A0A8J0UZH3	sec22b.S	sec22b.S	9554	SEC22B
A0A8J0UZH5	poldip3.L	poldip3.L	84271	POLDIP3
A0A8J0UZK3	cby1.S	cby1.S	25776	CBY1
A0A8J0UZP8	LOC108712767	aak1.S	22848	AAK1
A0A8J0UZQ5	hnrnpul2.L	hnrnpul2.L	221092	HNRNPUL2
A0A8J0UZQ6	pkp3.S	pkp3.S	11187	PKP3
A0A8J0UZS7	nxf1.L	nxf1.L	10482	NXF1
A0A8J0V053	nat10.L	nat10.L	55226	NAT10
A0A8J0V071	cdca5.S	cdca5.S	113130	CDCA5
A0A8J0V087	dut.S	dut.S	1854	DUT
A0A8J0V0N4	LOC108713916	atl3.L	25923	ATL3
A0A8J0V0S0	lgals12.L	lgals12.L	85329	LGALS12
A0A8J0V0Y0	raver2.L	raver2.L	55225	RAVER2
A0A8J0V129	mpdz.L	mpdz.L	8777	MPDZ
A0A8J0V163	plxnb2.S	plxnb2.S	23654	PLXNB2
A0A8J0V1H0	nap1l4.S	nap1l4.S	4676	NAP1L4
A0A8J0V1Q8	cdt1.S	cdt1.S	81620	CDT1
A0A8J0V262	eps15.L	eps15.L	2060	EPS15
A0A8J0V263	znhit6.S	znhit6.S	54680	ZNHIT6
A0A8J0V2I4	znf326.L	znf326.L	284695	ZNF326
A0A8J0V2N6	mbd4.L	mbd4.L	8930	MBD4
A0A8J0V2V6	ep300.L	ep300.L	2033	EP300
A0A8J0V2Z7	brdt.S	brdt.S	676	BRDT
A0A8J0V303	kbtbd8.L	kbtbd8.L	84541	KBTBD8
A0A8J0V317	wbp2nl.S	wbp2nl.S	164684	WBP2NL
A0A8J0V334	akr1a1.L	akr1a1.L	10327	AKR1A1
A0A8J0V370	wdr47.S	wdr47.S	22911	WDR47
A0A8J0V378	plekhg4.L	plekhg4.L	25894	PLEKHG4
A0A8J0V396	efcab7.L	efcab7.L	84455	EFCAB7
A0A8J0V3B9	caprin1.S	caprin1.S	4076	CAPRIN1
A0A8J0V3D7	cdca5.L	cdca5.L	113130	CDCA5
A0A8J0V3F5	tnrc6b.L	tnrc6b.L	23112	TNRC6B
A0A8J0V3H3	xpc.L	xpc.L	7508	XPC
A0A8J0V3J4	nasp.L	nasp.L	4678	NASP
A0A8J0V3J9	fibp.L	fibp.L	9158	FIBP
A0A8J0V3S1	rrp9.L	rrp9.L	9136	RRP9
A0A8J0V413	atrip.S	atrip.S	84126	ATRIP
A0A8J0V446	prmt3.S	prmt3.S	10196	PRMT3
A0A8J0V447	gpsm2.S	gpsm2.S	29899	GPSM2
A0A8J0V488	gsta1.L	gsta1.L	2938	GSTA1
A0A8J0V4B8	acsl1.L	acsl1.L	2180	ACSL1
A0A8J0V4B9	qser1.L	qser1.L	79832	QSER1
A0A8J0V4E4	mtf2.S	mtf2.S	22823	MTF2
A0A8J0V4G4	nxf1.S	nxf1.S	10482	NXF1
A0A8J0V4L9	luc7l2.S	luc7l2.S	51631	LUC7L2
A0A8J0V4P4	ndrg2.L	ndrg2.L	57447	NDRG2
A0A8J0V4U3	LOC108715243	dgkz.S	8525	DGKZ
A0A8J0V4X7	sptbn2.L	sptbn2.L	6712	SPTBN2
A0A8J0V556	sf3b2.S	sf3b2.S	10992	SF3B2
A0A8J0V576	LOC108715138	ganab.S	23193	GANAB
A0A8J0V594	naa40.S	naa40.S	79829	NAA40
A0A8J0V5E7	rpl7l1.L	rpl7l1.L	285855	RPL7L1
A0A8J0V5F4	chd8.L	chd8.L	57680	CHD8
A0A8J0V5J8	LOC108715441	tmem231.S	79583	TMEM231
A0A8J0V5K0	tpm4.L	tpm4.L	7171	TPM4
A0A8J0V5Y4	LOC414455	pgm1.S	5236	PGM1
A0A8J0V5Y7	edc4.S	edc4.S	23644	EDC4
A0A8J0V622	bbs2.S	bbs2.S	583	BBS2
A0A8J0V656	faah.2.S	faah.2.S	2166	FAAH
A0A8J0V685	mutyh.L	mutyh.L	4595	MUTYH
A0A8J0V6B5	uqcrh.L	uqcrh.L	7388	UQCRH
A0A8J0V6D6	mark1.L	mark1.L	4139	MARK1
A0A8J0V6E6	LOC108716472	mia3.L	375056	MIA3
A0A8J0V6G6	pes1.L	pes1.L	23481	PES1
A0A8J0V6H3	ndc1.L	ndc1.L	55706	NDC1
A0A8J0V6I3	dars2.L	dars2.L	55157	DARS2
A0A8J0V6N5	camsap2.S	camsap2.S	23271	CAMSAP2
A0A8J0V6U1	vamp4.L	vamp4.L	8674	VAMP4
A0A8J0V6X6	LOC108714434	aspm.L	259266	ASPM
A0A8J0V6Y6	eps15.S	eps15.S	2060	EPS15
A0A8J0V6Y7	cnot1.S	cnot1.S	23019	CNOT1
A0A8J0V7B7	oma1.S	oma1.S	115209	OMA1
A0A8J0V7D5	gpatch11.L	gpatch11.L	253635	GPATCH11
A0A8J0V7G9	ccdc51.S	ccdc51.S	79714	CCDC51
A0A8J0V7J0	atxn7.S	atxn7.S	6314	ATXN7
A0A8J0V7M7	hnrnpk.L	hnrnpk.L	3190	HNRNPK
A0A8J0V7N3	dcaf1.L	dcaf1.L	9730	DCAF1
A0A8J0V7P2	enpp1.L	enpp1.L	5167	ENPP1
A0A8J0V7Q3	eif3l.S	eif3l.S	51386	EIF3L
A0A8J0V7T4	reps1.L	reps1.L	85021	REPS1
A0A8J0V7U3	kyat3.S	kyat3.S	56267	KYAT3
A0A8J0V827	crybg1.L	crybg1.L	202	CRYBG1
A0A8J0V890	ppm1b.L	ppm1b.L	5495	PPM1B
A0A8J0V891	slmap.S	slmap.S	7871	SLMAP
A0A8J0V8B6	eif4g2.S	eif4g2.S	1982	EIF4G2
A0A8J0V8F3	cul3.L	cul3.L	8452	CUL3
A0A8J0V8F4	LOC108716929	fam135a.L	57579	FAM135A
A0A8J0V8H5	eif4g1.L	eif4g1.L	1981	EIF4G1
A0A8J0V8K7	fubp1.S	fubp1.S	8880	FUBP1
A0A8J0V8L5	coq8a.L	coq8a.L	56997	COQ8A
A0A8J0V8M3	lrrc74b.L	lrrc74b.L	400891	LRRC74B
A0A8J0V8Q6	mrtfa.S	mrtfa.S	57591	MRTFA
A0A8J0V8S4	incenp.S	incenp.S	3619	INCENP
A0A8J0V8S9	cep43.L	cep43.L	11116	CEP43
A0A8J0V8V3	dusp12.L	dusp12.L	11266	DUSP12
A0A8J0V8W0	ipo7.S	ipo7.S	10527	IPO7
A0A8J0V903	rbm5.S	rbm5.S	10181	RBM5
A0A8J0V926	tsc22d2.L	tsc22d2.L	9819	TSC22D2
A0A8J0V9B3	mlf1.L	mlf1.L	4291	MLF1
A0A8J0V9C2	copb2.L	copb2.L	9276	COPB2
A0A8J0V9C6	rarres1.L	rarres1.L	5918	RARRES1
A0A8J0V9I5	chchd6.S	chchd6.S	84303	CHCHD6
A0A8J0V9R3	atp6v0a2.L	atp6v0a2.L	23545	ATP6V0A2
A0A8J0V9T6	phrf1.S	phrf1.S	57661	PHRF1
A0A8J0V9T8	cul9.L	cul9.L	23113	CUL9
A0A8J0V9U4	rhbdd1.L	rhbdd1.L	84236	RHBDD1
A0A8J0V9X5	pcmt1.L	pcmt1.L	5110	PCMT1
A0A8J0VA05	pcyt1a.L	pcyt1a.L	5130	PCYT1A
A0A8J0VA24	abhd12.L	abhd12.L	26090	ABHD12
A0A8J0VA25	trappc12.L	trappc12.L	51112	TRAPPC12
A0A8J0VAA8	plekhg1.L	plekhg1.L	57480	PLEKHG1
A0A8J0VAC9	utrn.L	utrn.L	7402	UTRN
A0A8J0VAE2	rrbp1.S	rrbp1.S	6238	RRBP1
A0A8J0VAG2	egln1.S	egln1.S	54583	EGLN1
A0A8J0VAH1	stx11.S	stx11.S	8676	STX11
A0A8J0VAI4	arid1b.L	arid1b.L	57492	ARID1B
A0A8J0VAK5	strn.S	strn.S	6801	STRN
A0A8J0VAK7	ehbp1.L	ehbp1.L	23301	EHBP1
A0A8J0VB29	lin28b.L	lin28b.L	389421	LIN28B
A0A8J0VB74	tctn1.L	tctn1.L	79600	TCTN1
A0A8J0VBA8	usp34.L	usp34.L	9736	USP34
A0A8J0VBH6	LOC108717701	mia3.S	375056	MIA3
A0A8J0VBR2	mrps27.L	mrps27.L	23107	MRPS27
A0A8J0VBR9	acad10.L	acad10.L	80724	ACAD10
A0A8J0VBV4	dst.L	dst.L	667	DST
A0A8J0VBY1	fez2.S	fez2.S	9637	FEZ2
A0A8J0VC22	hsf2.2.L	hsf2.2.L	3298	HSF2
A0A8J0VC43	gnpat.S	gnpat.S	8443	GNPAT
A0A8J0VC44	tcf20.S	tcf20.S	6942	TCF20
A0A8J0VC60	gopc.L	gopc.L	57120	GOPC
A0A8J0VC72	LOC108717868	pacrg.S	135138	PACRG
A0A8J0VC76	cfap206.L	cfap206.L	154313	CFAP206
A0A8J0VC93	LOC108717002	actl6a.L	86	ACTL6A
A0A8J0VCG0	LOC108717051	mbnl1.L	4154	MBNL1
A0A8J0VCK4	bap1.S	bap1.S	8314	BAP1
A0A8J0VCL8	phip.S	phip.S	55023	PHIP
A0A8J0VCR6	agfg1.L	agfg1.L	3267	AGFG1
A0A8J0VCR7	slc5a6.L	slc5a6.L	8884	SLC5A6
A0A8J0VCT7	amotl2.L	amotl2.L	51421	AMOTL2
A0A8J0VCV9	LOC108718034	dvl3.S	1857	DVL3
A0A8J0VD36	trip12.S	trip12.S	9320	TRIP12
A0A8J0VD96	eif4a2.L	eif4a2.L	1974	EIF4A2
A0A8J0VDA6	arg1.L	arg1.L	383	ARG1
A0A8J0VDB7	eif4enif1.L	eif4enif1.L	56478	EIF4ENIF1
A0A8J0VDC1	pgm3.L	pgm3.L	5238	PGM3
A0A8J0VDF8	tdrd6.L	tdrd6.L	221400	TDRD6
A0A8J0VDI2	trappc12.S	trappc12.S	51112	TRAPPC12
A0A8J0VDW6	erap1.L	erap1.L	51752	ERAP1
A0A8J0VDY6	eif4g1.S	eif4g1.S	1981	EIF4G1
A0A8J0VDZ9	hadha.L	hadha.L	3030	HADHA
A0A8J0VE25	cyria.S	cyria.S	81553	CYRIA
A0A8J0VEE2	pgam5.L	pgam5.L	192111	PGAM5
A0A8J0VEF0	flvcr1.S	flvcr1.S	28982	FLVCR1
A0A8J0VEG0	senp6.S	senp6.S	26054	SENP6
A0A8J0VEG3	rcor3.S	rcor3.S	55758	RCOR3
A0A8J0VEG5	asb3.S	asb3.S	51130	ASB3
A0A8J0VEH1	epb41l3.L	epb41l3.L	23136	EPB41L3
A0A8J0VEH3	btbd9.S	btbd9.S	114781	BTBD9
A0A8J0VEJ0	LOC431899	ccdc88a.S	55704	CCDC88A
A0A8J0VEM1	atp13a4.S	atp13a4.S	84239	ATP13A4
A0A8J0VEM3	ptpn2.L	ptpn2.L	5771	PTPN2
A0A8J0VEN6	chd1.L	chd1.L	1105	CHD1
A0A8J0VEN8	pex1.L	pex1.L	5189	PEX1
A0A8J0VEU6	tpd52.L	tpd52.L	7163	TPD52
A0A8J0VEV1	birc6.S	birc6.S	57448	BIRC6
A0A8J0VEV7	sub1.L	sub1.L	10923	SUB1
A0A8J0VEZ3	snx9.S	snx9.S	51429	SNX9
A0A8J0VF18	adnp2.L	adnp2.L	22850	ADNP2
A0A8J0VF70	spdya.L	spdya.L	245711	SPDYA
A0A8J0VFB1	LOC108717969	casp8ap2.S	9994	CASP8AP2
A0A8J0VFI4	crybg1.S	crybg1.S	202	CRYBG1
A0A8J0VFS7	pitpnm2.L	pitpnm2.L	57605	PITPNM2
A0A8J0VFT0	opa1.S	opa1.S	4976	OPA1
A0A8J0VFX7	lrch3.S	lrch3.S	84859	LRCH3
A0A8J0VG31	plekhg1.S	plekhg1.S	57480	PLEKHG1
A0A8J0VG84	dhx36.S	dhx36.S	170506	DHX36
A0A8J0VGA5	dnah11.L	dnah11.L	8701	DNAH11
A0A8J0VGC4	sash1.S	sash1.S	23328	SASH1
A0A8J0VGN9	pfn4.S	pfn4.S	375189	PFN4
A0A8J0VGQ0	dnajc5g.S	dnajc5g.S	285126	DNAJC5G
A0A8J0VGS5	marchf6.L	marchf6.L	10299	MARCHF6
A0A8J0VGU3	esco1.L	esco1.L	114799	ESCO1
A0A8J0VGU5	LOC108718324	dnmt3a.S	1788	DNMT3A
A0A8J0VH09	cul2.L	cul2.L	8453	CUL2
A0A8J0VH70	thoc1.L	thoc1.L	9984	THOC1
A0A8J0VH81	opa1.L	opa1.L	4976	OPA1
A0A8J0VHD4	ppp4r1.L	ppp4r1.L	9989	PPP4R1
A0A8J0VHI3	osbpl1a.L	osbpl1a.L	114876	OSBPL1A
A0A8J0VHL8	u2surp.L	u2surp.L	23350	U2SURP
A0A8J0VHN3	LOC108717085	wdfy1.L	57590	WDFY1
A0A8J0VI77	ssr1.L	ssr1.L	6745	SSR1
A0A8J0VI94	fdft1.L	fdft1.L	2222	FDFT1
A0A8J0VIJ7	larp4b.L	larp4b.L	23185	LARP4B
A0A8J0VIL5	lrrfip2.L	lrrfip2.L	9209	LRRFIP2
A0A8J0VIM7	wac.L	wac.L	51322	WAC
A0A8J0VIN6	LOC108718781	abi1.L	10006	ABI1
A0A8J0VIN8	snap91.S	snap91.S	9892	SNAP91
A0A8J0VIS0	zfr.L	zfr.L	51663	ZFR
A0A8J0VIW5	tpmt.L	tpmt.L	7172	TPMT
A0A8J0VJ25	eci2.L	eci2.L	10455	ECI2
A0A8J0VJB3	ska1.L	ska1.L	220134	SKA1
A0A8J0VJF1	dnah5.L	dnah5.L	1767	DNAH5
A0A8J0VJG0	nebl.S	nebl.S	10529	NEBL
A0A8J0VJM2	LOC108718721	gorasp1.L	64689	GORASP1
A0A8J0VJP2	sycp2l.L	sycp2l.L	221711	SYCP2L
A0A8J0VJP3	fars2.L	fars2.L	10667	FARS2
A0A8J0VJR8	pard3.L	pard3.L	56288	PARD3
A0A8J0VJT6	xpo5.S	xpo5.S	57510	XPO5
A0A8J0VJU1	top2b.S	top2b.S	7155	TOP2B
A0A8J0VK16	rnf138.L	rnf138.L	51444	RNF138
A0A8J0VK28	rock1.L	rock1.L	6093	ROCK1
A0A8J0VK29	gpatch2.S	gpatch2.S	55105	GPATCH2
A0A8J0VKK4	exoc3.L	exoc3.L	11336	EXOC3
A0A8J0VKM1	fastkd3.L	fastkd3.L	79072	FASTKD3
A0A8J0VKQ1	phf20l1.L	phf20l1.L	51105	PHF20L1
A0A8J0VKQ5	nuggc.L	nuggc.L	389643	NUGGC
A0A8J0VKT0	cep170.S	cep170.S	9859	CEP170
A0A8J0VL57	dnajb6.S	dnajb6.S	10049	DNAJB6
A0A8J0VLA2	znf250.S	znf250.S	58500	ZNF250
A0A8J0VLC7	zc2hc1a.L	zc2hc1a.L	51101	ZC2HC1A
A0A8J0VLF8	larp4b.S	larp4b.S	23185	LARP4B
A0A8J0VLS5	LOC108719484	oplah.L	26873	OPLAH
A0A8J0VLY6	akap9.S	akap9.S	10142	AKAP9
A0A8J0VM18	cyp8b1.1.S	cyp8b1.1.S	1582	CYP8B1
A0A8J0VM23	mrpl19.S	mrpl19.S	9801	MRPL19
A0A8J0VM74	aldh5a1.S	aldh5a1.S	7915	ALDH5A1
A0A8J0VMA3	snap47.L	snap47.L	116841	SNAP47
A0A8J0VMK1	cyrib.L	cyrib.L	51571	CYRIB
A0A8J0VMK5	mybl1.L	mybl1.L	4603	MYBL1
A0A8J0VMN2	map4.L	map4.L	4134	MAP4
A0A8J0VMP3	cbx3.L	cbx3.L	11335	CBX3
A0A8J0VMQ0	kdsr.L	kdsr.L	2531	KDSR
A0A8J0VMQ7	cap2.L	cap2.L	10486	CAP2
A0A8J0VMR3	ttc23l.L	ttc23l.L	153657	TTC23L
A0A8J0VMR9	slc25a13.S	slc25a13.S	10165	SLC25A13
A0A8J0VMS1	znf250.L	znf250.L	58500	ZNF250
A0A8J0VMX9	topaz1.S	topaz1.S	375337	TOPAZ1
A0A8J0VMZ4	dnajc13.S	dnajc13.S	23317	DNAJC13
A0A8J0VND0	plcd1.L	plcd1.L	5333	PLCD1
A0A8J0VNE6	lmbr1.L	lmbr1.L	64327	LMBR1
A0A8J0VNQ3	efhb.L	efhb.L	151651	EFHB
A0A8J0VNS8	acad11.L	acad11.L	84129	ACAD11
A0A8J0VP13	dsp.L	dsp.L	1832	DSP
A0A8J1KI18	plekha7.S	plekha7.S	144100	PLEKHA7
A0A8J1KIN2	phkb.S	phkb.S	5257	PHKB
A0A8J1KJC3	rasal2.S	rasal2.S	9462	RASAL2
A0A8J1KJM5	atf7ip.S	atf7ip.S	55729	ATF7IP
A0A8J1KJS1	tnrc6b.S	tnrc6b.S	23112	TNRC6B
A0A8J1KJT7	triobp.S	triobp.S	11078	TRIOBP
A0A8J1KKE5	plekhg4.S	plekhg4.S	25894	PLEKHG4
A0A8J1KKN8	madd.S	madd.S	8567	MADD
A0A8J1KKU6	ptprf.S	ptprf.S	5792	PTPRF
A0A8J1KKW3	phf21a.S	phf21a.S	51317	PHF21A
A0A8J1KL46	cep350.S	cep350.S	9857	CEP350
A0A8J1KL77	asap2.L	asap2.L	8853	ASAP2
A0A8J1KL80	nrbp1.L	nrbp1.L	29959	NRBP1
A0A8J1KLD4	sec23b.L	sec23b.L	10483	SEC23B
A0A8J1KLH5	tpd52l1.L	tpd52l1.L	7164	TPD52L1
A0A8J1KLI1	fam184a.L	fam184a.L	79632	FAM184A
A0A8J1KLI9	akap7.L	akap7.L	9465	AKAP7
A0A8J1KLL9	afdn.L	afdn.L	4301	AFDN
A0A8J1KLM8	mier2.L	mier2.L	54531	MIER2
A0A8J1KM44	sptbn1.L	sptbn1.L	6711	SPTBN1
A0A8J1KMS4	ahctf1.L	ahctf1.L	25909	AHCTF1
A0A8J1KN35	dazap1.L	dazap1.L	26528	DAZAP1
A0A8J1KNI1	epb41l2.L	epb41l2.L	2037	EPB41L2
A0A8J1KNT3	hook3.L	hook3.L	84376	HOOK3
A0A8J1KNX2	mtch2.S	mtch2.S	23788	MTCH2
A0A8J1KNZ3	ddx43.L	ddx43.L	55510	DDX43
A0A8J1KP01	eprs1.L	eprs1.L	2058	EPRS1
A0A8J1KP03	myo6.L	myo6.L	4646	MYO6
A0A8J1KP10	pld1.L	pld1.L	5337	PLD1
A0A8J1KPI2	cd2ap.L	cd2ap.L	23607	CD2AP
A0A8J1KPI6	glo1.L	glo1.L	2739	GLO1
A0A8J1KPK3	atp11b.L	atp11b.L	23200	ATP11B
A0A8J1KPQ8	eif2b4.L	eif2b4.L	8890	EIF2B4
A0A8J1KQ10	trip12.L	trip12.L	9320	TRIP12
A0A8J1KQ81	erlec1.L	erlec1.L	27248	ERLEC1
A0A8J1KQN7	cad.L	cad.L	790	CAD
A0A8J1KQX4	slc25a42.L	slc25a42.L	284439	SLC25A42
A0A8J1KR05	syne1.L	syne1.L	23345	SYNE1
A0A8J1KR47	xrn2.S	xrn2.S	22803	XRN2
A0A8J1KR56	eprs1.S	eprs1.S	2058	EPRS1
A0A8J1KRE8	tsc22d2.S	tsc22d2.S	9819	TSC22D2
A0A8J1KRQ4	lrrc1.S	lrrc1.S	55227	LRRC1
A0A8J1KRQ6	rsrc1.S	rsrc1.S	51319	RSRC1
A0A8J1KRT0	smarca2.L	smarca2.L	6595	SMARCA2
A0A8J1KRT5	kidins220.L	kidins220.L	57498	KIDINS220
A0A8J1KRU5	plscr2.S	plscr2.S	57047	PLSCR2
A0A8J1KRX6	LOC108717209	sf3b6.L	51639	SF3B6
A0A8J1KS49	tjap1.S	tjap1.S	93643	TJAP1
A0A8J1KSS9	stxbp5.S	stxbp5.S	134957	STXBP5
A0A8J1KTJ0	fbxo16.L	fbxo16.L	157574	FBXO16
A0A8J1KTP5	mapre3.L	mapre3.L	22924	MAPRE3
A0A8J1KUJ2	kidins220.S	kidins220.S	57498	KIDINS220
A0A8J1KUK7	pum2.S	pum2.S	23369	PUM2
A0A8J1KUK9	rnaseh1.S	rnaseh1.S	246243	RNASEH1
A0A8J1KV35	dtna.L	dtna.L	1837	DTNA
A0A8J1KV85	clip4.S	clip4.S	79745	CLIP4
A0A8J1KVA6	paxip1.L	paxip1.L	22976	PAXIP1
A0A8J1KVB7	LOC108718052	lpp.S	4026	LPP
A0A8J1KVI8	tbc1d7.L	tbc1d7.L	51256	TBC1D7
A0A8J1KVJ7	slc4a7.L	slc4a7.L	9497	SLC4A7
A0A8J1KVM4	tnik.S	tnik.S	23043	TNIK
A0A8J1KVT6	stau2.L	stau2.L	27067	STAU2
A0A8J1KW26	bphl.L	bphl.L	670	BPHL
A0A8J1KW78	znf219.L	znf219.L	51222	ZNF219
A0A8J1KWF3	nrbp1.S	nrbp1.S	29959	NRBP1
A0A8J1KWK1	setd2.L	setd2.L	29072	SETD2
A0A8J1KWP3	nub1.L	nub1.L	51667	NUB1
A0A8J1KWP4	pfkp.L	pfkp.L	5214	PFKP
A0A8J1KWU4	gmnn.L	gmnn.L	51053	GMNN
A0A8J1KWX4	arhgap21.L	arhgap21.L	57584	ARHGAP21
A0A8J1KX25	phf14.L	phf14.L	9678	PHF14
A0A8J1KX42	mastl.L	mastl.L	84930	MASTL
A0A8J1KX74	stk31.L	stk31.L	56164	STK31
A0A8J1KXC7	kctd10.L	kctd10.L	83892	KCTD10
A0A8J1KXK0	mllt10.L	mllt10.L	8028	MLLT10
A0A8J1KYA8	nup153.L	nup153.L	9972	NUP153
A0A8J1KYQ7	cep192.L	cep192.L	55125	CEP192
A0A8J1KYT9	sfi1.L	sfi1.L	9814	SFI1
A0A8J1KZR7	cit.L	cit.L	11113	CIT
A0A8J1L097	hira.L	hira.L	7290	HIRA
A0A8J1L0B3	pfkp.S	pfkp.S	5214	PFKP
A0A8J1L0G2	lpin2.S	lpin2.S	9663	LPIN2
A0A8J1L0I8	ica1.S	ica1.S	3382	ICA1
A0A8J1L0J3	klhl7.S	klhl7.S	55975	KLHL7
A0A8J1L0L6	ep400.L	ep400.L	57634	EP400
A0A8J1L0V3	tpd52.S	tpd52.S	7163	TPD52
A0A8J1L1F0	cspp1.L	cspp1.L	79848	CSPP1
A0A8J1L1J9	casd1.S	casd1.S	64921	CASD1
A0A8J1L1Q1	slc4a7.S	slc4a7.S	9497	SLC4A7
A0A8J1L1S7	atp2c1.L	atp2c1.L	27032	ATP2C1
A0A8J1L1U8	specc1l.L	specc1l.L	23384	SPECC1L
A0A8J1L1X9	clip1.L	clip1.L	6249	CLIP1
A0A8J1L222	relch.S	relch.S	57614	RELCH
A0A8J1L236	tax1bp1.S	tax1bp1.S	8887	TAX1BP1
A0A8J1L347	mapre2.S	mapre2.S	10982	MAPRE2
A0A8J1L3I4	tex10.S	tex10.S	54881	TEX10
A0A8J1L3Y4	lipe.L	lipe.L	3991	LIPE
A0A8J1L449	ncam1.L	ncam1.L	4684	NCAM1
A0A8J1L456	ece1.L	ece1.L	1889	ECE1
A0A8J1L4D8	aldh18a1.L	aldh18a1.L	5832	ALDH18A1
A0A8J1L4K5	sec31b.L	sec31b.L	25956	SEC31B
A0A8J1L4M5	psap.L	psap.L	5660	PSAP
A0A8J1L4U2	plec.S	plec.S	5339	PLEC
A0A8J1L555	r3hcc1l.L	r3hcc1l.L	27291	R3HCC1L
A0A8J1L556	rttn.S	rttn.S	25914	RTTN
A0A8J1L591	herc4.L	herc4.L	26091	HERC4
A0A8J1L5B8	p4ha1.L	p4ha1.L	5033	P4HA1
A0A8J1L5E0	snx2.L	snx2.L	6643	SNX2
A0A8J1L5T2	ppp6r1.L	ppp6r1.L	22870	PPP6R1
A0A8J1L5Z8	ccdc63.L	ccdc63.L	160762	CCDC63
A0A8J1L681	znf384.L	znf384.L	171017	ZNF384
A0A8J1L6D3	nfrkb.L	nfrkb.L	4798	NFRKB
A0A8J1L732	spout1.L	spout1.L	51490	SPOUT1
A0A8J1L7F8	hmbs.L	hmbs.L	3145	HMBS
A0A8J1L7L9	dock1.L	dock1.L	1793	DOCK1
A0A8J1L7U0	rai14.L	rai14.L	26064	RAI14
A0A8J1L7Z2	ube4b.L	ube4b.L	10277	UBE4B
A0A8J1L8G9	ddi2.L	ddi2.L	84301	DDI2
A0A8J1L9G8	klhl17.L	klhl17.L	339451	KLHL17
A0A8J1L9K3	gpam.S	gpam.S	57678	GPAM
A0A8J1L9N7	mki67.S	mki67.S	4288	MKI67
A0A8J1L9S9	capzb.S	capzb.S	832	CAPZB
A0A8J1L9W8	camk2g.S	camk2g.S	818	CAMK2G
A0A8J1L9Z0	ybx1.S	ybx1.S	4904	YBX1
A0A8J1LA53	lsr.S	lsr.S	51599	LSR
A0A8J1LAH1	m6pr.S	m6pr.S	4074	M6PR
A0A8J1LAM5	cyth1.S	cyth1.S	9267	CYTH1
A0A8J1LAV0	arvcf.L	arvcf.L	421	ARVCF
A0A8J1LAW3	cfap53.L	cfap53.L	220136	CFAP53
A0A8J1LB51	cep250.S	cep250.S	11190	CEP250
A0A8J1LB56	lrrc23.S	lrrc23.S	10233	LRRC23
A0A8J1LBM2	herc4.S	herc4.S	26091	HERC4
A0A8J1LBX4	sirt2.S	sirt2.S	22933	SIRT2
A0A8J1LC19	ccser2.S	ccser2.S	54462	CCSER2
A0A8J1LCE2	plod1.S	plod1.S	5351	PLOD1
A0A8J1LCJ0	pdlim1.S	pdlim1.S	9124	PDLIM1
A0A8J1LDM1	leng8.S	leng8.S	114823	LENG8
A0A8J1LE75	rbmx2.L	rbmx2.L	51634	RBMX2
A0A8J1LEA6	ttc7b.L	ttc7b.L	145567	TTC7B
A0A8J1LED8	mark3.L	mark3.L	4140	MARK3
A0A8J1LEF5	prcc.L	prcc.L	5546	PRCC
A0A8J1LEI1	g6pd.L	g6pd.L	2539	G6PD
A0A8J1LEL5	strn3.L	strn3.L	29966	STRN3
A0A8J1LEM9	rpl36a.L	rpl36a.L	6173	RPL36A
A0A8J1LEP1	ppp2r5e.L	ppp2r5e.L	5529	PPP2R5E
A0A8J1LES2	ddx31.L	ddx31.L	64794	DDX31
A0A8J1LET0	nup62.L	nup62.L	23636	NUP62
A0A8J1LEW0	dph6.L	dph6.L	89978	DPH6
A0A8J1LEZ6	ikbkg.L	ikbkg.L	8517	IKBKG
A0A8J1LF03	atp6v1d.L	atp6v1d.L	51382	ATP6V1D
A0A8J1LF11	gphn.L	gphn.L	10243	GPHN
A0A8J1LF71	cadm1.S	cadm1.S	23705	CADM1
A0A8J1LFP0	pnpla6.L	pnpla6.L	10908	PNPLA6
A0A8J1LGB6	tln2.S	tln2.S	83660	TLN2
A0A8J1LGD2	actn4.L	actn4.L	81	ACTN4
A0A8J1LGP5	prrc2a.L	prrc2a.L	7916	PRRC2A
A0A8J1LGS0	lrch2.L	lrch2.L	57631	LRCH2
A0A8J1LGY5	lamp2.L	lamp2.L	3920	LAMP2
